city,zone,label,lat,lon,capacity,occupancy
Mumbai,Colaba,Lord Harris Municipal Marathi School,18.94497,72.83094,278,0
Mumbai,Colaba,Holy Name High School,18.923,72.83078,369,0
Mumbai,Colaba,Army Public School,18.90145,72.81333,12086,0
Mumbai,Colaba,"Kendriya Vidyalaya No.1, Colaba",18.9079,72.81064,2048,0
Mumbai,Colaba,Designated School (Colaba),18.90998,72.80617,3118,0
Mumbai,Colaba,Designated School (Colaba),18.9112,72.80634,344,0
Mumbai,Colaba,INHS Asvini Naval Hospital,18.90007,72.81511,7553,0
Mumbai,Colaba,Young Ladies High School,18.93555,72.83187,133,0
Chennai,Dr. Radhakrishna,Corporation School,13.13846,80.2967,841,0
Chennai,Dr. Radhakrishna,Communicable Diseases Hospital,13.12865,80.29278,3149,0
Chennai,Dr. Radhakrishna,Sir Theagaraya College,13.11648,80.2844,1186,0
Chennai,Dr. Radhakrishna,C.S.I. Rainy Multi Speciality Hospital,13.11799,80.29089,1132,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.11747,80.29145,985,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.12426,80.29075,722,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.11871,80.29173,1221,0
Chennai,Dr. Radhakrishna,Government Peripheral Hospital,13.12601,80.28663,900,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.11652,80.29043,1554,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.11802,80.29239,1265,0
Chennai,Dr. Radhakrishna,C.S.I. Northwick Girls' Higher Secondary School,13.1179,80.29633,4393,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.11877,80.29776,1454,0
Chennai,Dr. Radhakrishna,ESI,13.12699,80.29116,483,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.11708,80.2792,1259,0
Chennai,Dr. Radhakrishna,Designated College (Dr. Radhakrishna),13.12072,80.28063,2304,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.14428,80.29039,768,0
Chennai,Dr. Radhakrishna,Designated School (Dr. Radhakrishna),13.14503,80.29059,1726,0
Chennai,Perambur,Designated School (Perambur),13.10484,80.26524,273,0
Chennai,Perambur,Designated School (Perambur),13.10785,80.26275,262,0
Chennai,Perambur,Designated School (Perambur),13.10456,80.25291,847,0
Chennai,Perambur,Designated School (Perambur),13.10716,80.2484,1866,0
Chennai,Perambur,Designated School (Perambur),13.11133,80.24494,769,0
Chennai,Perambur,"Don  Bosco Mat.Hr.Sec. School,Erukkancheri",13.12537,80.2493,1766,0
Chennai,Perambur,Dr. Ambedkar Government Arts College,13.11716,80.26014,5895,0
Chennai,Perambur,Don Bosco Higher Secondary School,13.11143,80.26416,4858,0
Chennai,Perambur,Designated School (Perambur),13.11159,80.26611,1490,0
Chennai,Perambur,Chennai Corporation School,13.10849,80.27205,450,0
Chennai,Perambur,Designated School (Perambur),13.11548,80.25925,302,0
Chennai,Perambur,Designated School (Perambur),13.1178,80.25687,390,0
Chennai,Perambur,Designated School (Perambur),13.12206,80.26229,1169,0
Chennai,Perambur,Designated College (Perambur),13.11351,80.24709,720,0
Chennai,Perambur,Chennai Corporation School,13.11085,80.27317,422,0
Chennai,Perambur,Designated School (Perambur),13.13157,80.2595,406,0
Chennai,Perambur,Sriram Vidhya Mandir School,13.11186,80.25785,1857,0
Chennai,Perambur,Annai Vailankanni Matriculation School,13.11859,80.25717,93,0
Chennai,Kolathur,Designated College (Kolathur),13.12083,80.24189,3619,0
Chennai,Kolathur,School Ground,13.11963,80.23915,2355,0
Chennai,Kolathur,Designated School (Kolathur),13.12185,80.23392,1604,0
Chennai,Kolathur,Prashanth Superspeciality Hospital Kolathur,13.14005,80.21765,117,0
Chennai,Villivakkam,ICF School,13.10282,80.22147,8776,0
Chennai,Villivakkam,ICF School,13.10044,80.21897,5641,0
Chennai,Villivakkam,ICF Hospital,13.09989,80.21391,854,0
Chennai,Villivakkam,ICF School,13.09953,80.22082,4765,0
Chennai,Villivakkam,Anna Nagar Government Hospital,13.09543,80.2198,1289,0
Chennai,Villivakkam,Designated School (Villivakkam),13.0988,80.23109,615,0
Chennai,Villivakkam,Periyar Matriculation Higher Secondary School,13.11303,80.22537,740,0
Chennai,Villivakkam,Designated School (Villivakkam),13.11386,80.22903,718,0
Chennai,Villivakkam,K.S.R. Hall,13.10536,80.20893,271,0
Chennai,Thiru. Vi. Ka. Nar,Madras Veterinary College,13.0862,80.26774,11596,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.09384,80.26439,629,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08497,80.26009,20317,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08609,80.26371,2595,0
Chennai,Thiru. Vi. Ka. Nar,St Joseph Technical Institute,13.10308,80.2662,6484,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.09707,80.25888,547,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.10484,80.26524,273,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.10785,80.26275,262,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08928,80.25936,898,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08975,80.26316,571,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.09099,80.26486,600,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.09005,80.25933,799,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08697,80.25315,429,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08985,80.25422,237,0
Chennai,Thiru. Vi. Ka. Nar,Designated College (Thiru. Vi. Ka. Nar),13.0936,80.24762,2863,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.10456,80.25291,847,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.10716,80.2484,1866,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.10006,80.25093,613,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.10368,80.24674,201,0
Chennai,Thiru. Vi. Ka. Nar,Designated Hospital (Thiru. Vi. Ka. Nar),13.09779,80.24567,2552,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.11133,80.24494,769,0
Chennai,Thiru. Vi. Ka. Nar,Don Bosco Higher Secondary School,13.11143,80.26416,4858,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.11159,80.26611,1490,0
Chennai,Thiru. Vi. Ka. Nar,Chennai Corporation School,13.10849,80.27205,450,0
Chennai,Thiru. Vi. Ka. Nar,Designated College (Thiru. Vi. Ka. Nar),13.08419,80.26453,5816,0
Chennai,Thiru. Vi. Ka. Nar,Designated College (Thiru. Vi. Ka. Nar),13.11351,80.24709,720,0
Chennai,Thiru. Vi. Ka. Nar,Chennai Corporation School,13.11085,80.27317,422,0
Chennai,Thiru. Vi. Ka. Nar,Designated School (Thiru. Vi. Ka. Nar),13.08776,80.26218,1407,0
Chennai,Thiru. Vi. Ka. Nar,Designated Hospital (Thiru. Vi. Ka. Nar),13.09224,80.25939,361,0
Chennai,Thiru. Vi. Ka. Nar,Shri Ram Universal School,13.1001,80.25369,1730,0
Chennai,Thiru. Vi. Ka. Nar,Sri Ramakrishna Math National School,13.10379,80.27504,391,0
Chennai,Thiru. Vi. Ka. Nar,Sriram Vidhya Mandir School,13.11186,80.25785,1857,0
Chennai,Egmore (SC),Good Shepherd Convent,13.06512,80.24488,12052,0
Chennai,Egmore (SC),Quaid-E-Millath College for Women,13.06436,80.26274,15964,0
Chennai,Egmore (SC),Womens Christian College,13.06933,80.24882,15497,0
Chennai,Egmore (SC),Pachaiyappa's College,13.07285,80.23324,26345,0
Chennai,Egmore (SC),Maharishi Vidya Mandir,13.07457,80.23501,3069,0
Chennai,Egmore (SC),Kalki Saraswathi HSS,13.07921,80.24608,759,0
Chennai,Egmore (SC),Don Bosco Matriculation Higher Secondary School,13.07054,80.25551,2610,0
Chennai,Egmore (SC),Don Bosco Primary,13.06995,80.25449,2607,0
Chennai,Egmore (SC),Presidency Girls HSS,13.07505,80.25294,3746,0
Chennai,Egmore (SC),St Anthony's Anglo Indian HSS,13.07241,80.26175,978,0
Chennai,Egmore (SC),School of Optometry,13.06971,80.26172,5389,0
Chennai,Egmore (SC),Egmore Eye Hospital,13.07018,80.26015,1281,0
Chennai,Egmore (SC),Institute of Mental Health - Kilpauk,13.09006,80.23859,49770,0
Chennai,Egmore (SC),ESI Hospital,13.09499,80.23968,2934,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.09384,80.26439,629,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08497,80.26009,20317,0
Chennai,Egmore (SC),CSI Ewarts School,13.08225,80.2564,3552,0
Chennai,Egmore (SC),CSI Bains School,13.08273,80.24541,7817,0
Chennai,Egmore (SC),Bhavans,13.08392,80.24047,1892,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.07708,80.23661,4930,0
Chennai,Egmore (SC),Madras Christian College Higher Secondary School,13.07137,80.23701,7890,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08609,80.26371,2595,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08928,80.25936,898,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08975,80.26316,571,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.09099,80.26486,600,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.09005,80.25933,799,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08697,80.25315,429,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08985,80.25422,237,0
Chennai,Egmore (SC),Designated College (Egmore (SC)),13.0936,80.24762,2863,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08561,80.23942,810,0
Chennai,Egmore (SC),Designated Hospital (Egmore (SC)),13.09335,80.24038,1007,0
Chennai,Egmore (SC),Sankara Nethralaya,13.06685,80.24937,2422,0
Chennai,Egmore (SC),Designated College (Egmore (SC)),13.08419,80.26453,5816,0
Chennai,Egmore (SC),Mehta Hospital,13.07189,80.24079,473,0
Chennai,Egmore (SC),Designated College (Egmore (SC)),13.07457,80.23953,4147,0
Chennai,Egmore (SC),Sir M. Ct. Muthiah Chettiar Boys Higher Secondary School,13.08077,80.25415,2259,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08398,80.2386,1144,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08776,80.26218,1407,0
Chennai,Egmore (SC),Police Hospital,13.07444,80.25946,312,0
Chennai,Egmore (SC),Madras School of Social Work,13.07093,80.25257,1841,0
Chennai,Egmore (SC),Designated Hospital (Egmore (SC)),13.09224,80.25939,361,0
Chennai,Egmore (SC),Designated School (Egmore (SC)),13.08263,80.25515,1620,0
Chennai,Egmore (SC),Sindhi Model Senior Secondary School,13.08515,80.24412,1079,0
Chennai,Egmore (SC),Chinmaya Vidyalaya (Tapovanam),13.08138,80.23941,915,0
Chennai,Egmore (SC),Govt. Kilpauk Hospital,13.07674,80.24291,2909,0
Chennai,Royapuram,Elephant Gate Chennai High School,13.09475,80.27551,699,0
Chennai,Royapuram,Stanley Medical College and Hospital,13.1064,80.28412,7129,0
Chennai,Royapuram,Stanley Medical College,13.10603,80.28712,5844,0
Chennai,Royapuram,Bharathi Womens College,13.10358,80.28634,2692,0
Chennai,Royapuram,Arts College Hostel,13.10328,80.28741,3469,0
Chennai,Royapuram,St Peters HSS,13.10933,80.29521,2814,0
Chennai,Royapuram,St Annes HSS,13.11049,80.29225,522,0
Chennai,Royapuram,Kevins Anglo-Indian High School,13.11167,80.29447,1332,0
Chennai,Royapuram,Measi Matriculation Higher Secondary School,13.09746,80.29142,1653,0
Chennai,Royapuram,Doctor Guruswamy HSS,13.0984,80.27605,1022,0
Chennai,Royapuram,Designated School (Royapuram),13.09933,80.2818,324,0
Chennai,Royapuram,Stanley Medical College and Hospital,13.10439,80.28336,1435,0
Chennai,Royapuram,Government Rsrm Lying Hospital,13.10905,80.28875,1071,0
Chennai,Royapuram,Corporation Baby Hospital,13.09718,80.27541,50,0
Chennai,Royapuram,Sir Theagaraya College,13.11648,80.2844,1186,0
Chennai,Royapuram,C.S.I. Rainy Multi Speciality Hospital,13.11799,80.29089,1132,0
Chennai,Royapuram,Designated School (Royapuram),13.11747,80.29145,985,0
Chennai,Royapuram,Designated School (Royapuram),13.12426,80.29075,722,0
Chennai,Royapuram,Designated School (Royapuram),13.11871,80.29173,1221,0
Chennai,Royapuram,Designated School (Royapuram),13.11652,80.29043,1554,0
Chennai,Royapuram,Designated School (Royapuram),13.11802,80.29239,1265,0
Chennai,Royapuram,C.S.I. Northwick Girls' Higher Secondary School,13.1179,80.29633,4393,0
Chennai,Royapuram,Designated School (Royapuram),13.11877,80.29776,1454,0
Chennai,Royapuram,Designated School (Royapuram),13.11708,80.2792,1259,0
Chennai,Royapuram,Designated College (Royapuram),13.12072,80.28063,2304,0
Chennai,Royapuram,Designated College (Royapuram),13.10805,80.27884,3919,0
Chennai,Royapuram,Chennai National Hospital,13.0964,80.29144,61,0
Chennai,Royapuram,Muthialpet Higher Secondary School,13.09574,80.28978,477,0
Chennai,Royapuram,Chennai National Hospital Speciality Clinics,13.09481,80.29144,70,0
Chennai,Royapuram,Dr. Rathnavelu Subramaniam Muthialpet Girls Higher Secondary School,13.09688,80.29006,96,0
Chennai,Royapuram,B.S. Nursery and Primary School,13.09883,80.29328,68,0
Chennai,Royapuram,Dominic Savio Matriculation School,13.09988,80.2859,185,0
Chennai,Royapuram,"Chennai Middle School, Ramasamy Street",13.09845,80.28892,52,0
Chennai,Royapuram,Dr.Rathinavel Subramanian Muthialpet Girls Higher Secondary School,13.09713,80.29012,146,0
Chennai,Royapuram,M. Ellappa Chettiar Aided Primary School,13.10057,80.29065,60,0
Chennai,Royapuram,K. Ramiah Chetty A.R.C. Girl's Higher Secondary School,13.10247,80.28869,356,0
Chennai,Royapuram,MSB Matriculation Higher Secondary School,13.10251,80.28823,324,0
Chennai,Royapuram,Chennai Middle School,13.10447,80.28433,954,0
Chennai,Royapuram,Vivekananda Centenary Girls Higher Secondary School,13.10381,80.27831,385,0
Chennai,Royapuram,Sri Ramakrishna Math National School,13.10379,80.27504,391,0
Chennai,Royapuram,The Saivite Middle School and T.T.V. Higher Secondary School,13.09605,80.28036,336,0
Chennai,Royapuram,Ganeshbai Galada Jain Girls Higher Secondary School,13.09549,80.28009,139,0
Chennai,Royapuram,CSI Middle School,13.0964,80.27897,53,0
Chennai,Royapuram,Government Muslim High School,13.1029,80.28154,99,0
Chennai,Royapuram,St. Gabriel's Higher Secondary School,13.10101,80.28631,551,0
Chennai,Royapuram,Don Bosco Nursery & Primary School,13.10045,80.28624,1538,0
Chennai,Royapuram,Bishop Corrie Anglo-Indian Higher Secondary School,13.10258,80.28621,1136,0
Chennai,Royapuram,St. Anne's Girls Higher Secondary School / St. Francis Xavier's Primary School / St. Anne's Convent,13.09912,80.28504,508,0
Chennai,Royapuram,St. Francis Xavier Anglo-Indian Higher Secondary School,13.099,80.28554,1088,0
Chennai,Royapuram,Designated School (Royapuram),13.09827,80.28513,753,0
Chennai,Royapuram,Chennai Urdu Middle School,13.09789,80.28604,180,0
Chennai,Royapuram,Designated School (Royapuram),13.09836,80.28612,600,0
Chennai,Royapuram,Shri Sarathy Vidyalaya Nursery and Primary School,13.09832,80.28441,60,0
Chennai,Harbour,Elephant Gate Chennai High School,13.09475,80.27551,699,0
Chennai,Harbour,Designated College (Harbour),13.08614,80.28275,3237,0
Chennai,Harbour,Stanley Medical College and Hospital,13.1064,80.28412,7129,0
Chennai,Harbour,Stanley Medical College,13.10603,80.28712,5844,0
Chennai,Harbour,Bharathi Womens College,13.10358,80.28634,2692,0
Chennai,Harbour,Arts College Hostel,13.10328,80.28741,3469,0
Chennai,Harbour,St. Thomas Matriculation Higher Secondary School,13.0912,80.28477,740,0
Chennai,Harbour,Sri Kanyaka Parameswari Arts & Science College for Women,13.09149,80.28337,1841,0
Chennai,Harbour,Measi Matriculation Higher Secondary School,13.09746,80.29142,1653,0
Chennai,Harbour,Doctor Guruswamy HSS,13.0984,80.27605,1022,0
Chennai,Harbour,Designated School (Harbour),13.09933,80.2818,324,0
Chennai,Harbour,Stanley Medical College and Hospital,13.10439,80.28336,1435,0
Chennai,Harbour,Corporation Baby Hospital,13.09718,80.27541,50,0
Chennai,Harbour,Chennai National Hospital,13.0964,80.29144,61,0
Chennai,Harbour,Muthialpet Higher Secondary School,13.09574,80.28978,477,0
Chennai,Harbour,Chennai National Hospital Speciality Clinics,13.09481,80.29144,70,0
Chennai,Harbour,St. Columbans Anglo-Indian Matriculation School,13.09045,80.28687,687,0
Chennai,Harbour,St. Mary's Anglo-Indian Higher Secondary School,13.08959,80.28732,839,0
Chennai,Harbour,Dr. Rathnavelu Subramaniam Muthialpet Girls Higher Secondary School,13.09688,80.29006,96,0
Chennai,Harbour,B.S. Nursery and Primary School,13.09883,80.29328,68,0
Chennai,Harbour,Dr Ambedkar Law College,13.08756,80.28577,2764,0
Chennai,Harbour,Dominic Savio Matriculation School,13.09988,80.2859,185,0
Chennai,Harbour,"Chennai Middle School, Ramasamy Street",13.09845,80.28892,52,0
Chennai,Harbour,Dr.Rathinavel Subramanian Muthialpet Girls Higher Secondary School,13.09713,80.29012,146,0
Chennai,Harbour,M. Ellappa Chettiar Aided Primary School,13.10057,80.29065,60,0
Chennai,Harbour,K. Ramiah Chetty A.R.C. Girl's Higher Secondary School,13.10247,80.28869,356,0
Chennai,Harbour,MSB Matriculation Higher Secondary School,13.10251,80.28823,324,0
Chennai,Harbour,Chennai Middle School,13.10447,80.28433,954,0
Chennai,Harbour,Vivekananda Centenary Girls Higher Secondary School,13.10381,80.27831,385,0
Chennai,Harbour,Sri Ramakrishna Math National School,13.10379,80.27504,391,0
Chennai,Harbour,The Hindu Theological Higher Secondary School,13.09322,80.27898,293,0
Chennai,Harbour,The Madras Progressive Union Higher Secondary School,13.09321,80.27849,231,0
Chennai,Harbour,The Saivite Middle School and T.T.V. Higher Secondary School,13.09605,80.28036,336,0
Chennai,Harbour,Ganeshbai Galada Jain Girls Higher Secondary School,13.09549,80.28009,139,0
Chennai,Harbour,CSI Middle School,13.0964,80.27897,53,0
Chennai,Harbour,K.T.C.T Girls Primary & Higher Secondary School,13.09353,80.28039,96,0
Chennai,Harbour,Shree Jethmal Tikamchand Chajed Jain Mission High School,13.09396,80.28049,78,0
Chennai,Harbour,The Arya Vysya Meternity Home and Child Welfare Centre,13.09109,80.28139,77,0
Chennai,Harbour,S.K.P.D Boys Primary School and Higher Secondary School,13.09028,80.28167,78,0
Chennai,Harbour,Shelter for Homeless Men,13.08809,80.28422,263,0
Chennai,Harbour,Government Muslim High School,13.1029,80.28154,99,0
Chennai,Harbour,St. Gabriel's Higher Secondary School,13.10101,80.28631,551,0
Chennai,Harbour,Don Bosco Nursery & Primary School,13.10045,80.28624,1538,0
Chennai,Harbour,Bishop Corrie Anglo-Indian Higher Secondary School,13.10258,80.28621,1136,0
Chennai,Harbour,St. Anne's Girls Higher Secondary School / St. Francis Xavier's Primary School / St. Anne's Convent,13.09912,80.28504,508,0
Chennai,Harbour,St. Francis Xavier Anglo-Indian Higher Secondary School,13.099,80.28554,1088,0
Chennai,Harbour,Designated School (Harbour),13.09827,80.28513,753,0
Chennai,Harbour,Chennai Urdu Middle School,13.09789,80.28604,180,0
Chennai,Harbour,Designated School (Harbour),13.09836,80.28612,600,0
Chennai,Harbour,Shri Sarathy Vidyalaya Nursery and Primary School,13.09832,80.28441,60,0
Chennai,Chepauk-Thiruva,Royapettah Government Hospital,13.05424,80.26497,1621,0
Chennai,Chepauk-Thiruva,"Presidency College, Chennai",13.05951,80.28089,21138,0
Chennai,Chepauk-Thiruva,Christ Church Anglo Indian High Secondary School,13.06606,80.27001,1097,0
Chennai,Chepauk-Thiruva,Designated School (Chepauk-Thiruva),13.05556,80.27098,1282,0
Chennai,Chepauk-Thiruva,Designated School (Chepauk-Thiruva),13.05567,80.27515,784,0
Chennai,Chepauk-Thiruva,Designated School (Chepauk-Thiruva),13.05769,80.2753,289,0
Chennai,Chepauk-Thiruva,Designated College (Chepauk-Thiruva),13.05411,80.28102,2298,0
Chennai,Chepauk-Thiruva,Bharat Scouts and Guides,13.05552,80.28119,1600,0
Chennai,Chepauk-Thiruva,Designated School (Chepauk-Thiruva),13.06001,80.27529,771,0
Chennai,Chepauk-Thiruva,Designated School (Chepauk-Thiruva),13.06392,80.27613,280,0
Chennai,Chepauk-Thiruva,Kasturibai Gandhi Hospital,13.05941,80.27828,2106,0
Chennai,Chepauk-Thiruva,Tamil Nadu Government Multi Super Speciality Hospital,13.06944,80.27403,3720,0
Chennai,Chepauk-Thiruva,Designated School (Chepauk-Thiruva),13.06458,80.27011,1394,0
Chennai,Thousand Lights,Royapettah Government Hospital,13.05424,80.26497,1621,0
Chennai,Thousand Lights,Anjuman Orphanage,13.04451,80.24583,11171,0
Chennai,Thousand Lights,Vidyodaya Girls HSS,13.05096,80.24174,10527,0
Chennai,Thousand Lights,Stella Maris College,13.04603,80.25342,15480,0
Chennai,Thousand Lights,The New College,13.05334,80.25946,11600,0
Chennai,Thousand Lights,Loyola College,13.06117,80.23455,61716,0
Chennai,Thousand Lights,MOP Vaishnav College for Women,13.05538,80.25042,1117,0
Chennai,Thousand Lights,Good Shepherd Convent,13.06512,80.24488,12052,0
Chennai,Thousand Lights,Asan Memorial Senior Secondary School,13.06417,80.25196,1980,0
Chennai,Thousand Lights,Ethiraj College for Women,13.06361,80.25826,4286,0
Chennai,Thousand Lights,Quaid-E-Millath College for Women,13.06436,80.26274,15964,0
Chennai,Thousand Lights,Reserve Bank Staff College,13.04495,80.24919,2620,0
Chennai,Thousand Lights,Sacred Heart Matric,13.05355,80.25481,8796,0
Chennai,Thousand Lights,Womens Christian College,13.06933,80.24882,15497,0
Chennai,Thousand Lights,Pachaiyappa's College,13.07285,80.23324,26345,0
Chennai,Thousand Lights,Maharishi Vidya Mandir,13.07457,80.23501,3069,0
Chennai,Thousand Lights,Asan Memorial HSS,13.06216,80.2542,607,0
Chennai,Thousand Lights,Assumption HSS,13.05509,80.24877,1559,0
Chennai,Thousand Lights,Little Flower School for the Blind and Deaf,13.05084,80.24798,7686,0
Chennai,Thousand Lights,Govt Hobart Girls HSS,13.05709,80.26175,3215,0
Chennai,Thousand Lights,Don Bosco Matriculation Higher Secondary School,13.07054,80.25551,2610,0
Chennai,Thousand Lights,Don Bosco Primary,13.06995,80.25449,2607,0
Chennai,Thousand Lights,Presidency Girls HSS,13.07505,80.25294,3746,0
Chennai,Thousand Lights,St Anthony's Anglo Indian HSS,13.07241,80.26175,978,0
Chennai,Thousand Lights,School of Optometry,13.06971,80.26172,5389,0
Chennai,Thousand Lights,Egmore Eye Hospital,13.07018,80.26015,1281,0
Chennai,Thousand Lights,Bala Mandir School,13.04977,80.2465,3098,0
Chennai,Thousand Lights,Madras Christian College Higher Secondary School,13.07137,80.23701,7890,0
Chennai,Thousand Lights,Ethiraj Annex,13.06352,80.2571,205,0
Chennai,Thousand Lights,Wesley Higher Secondary School,13.05643,80.26346,9132,0
Chennai,Thousand Lights,Agarwal Eye Hospital,13.04607,80.25572,70,0
Chennai,Thousand Lights,Sankara Nethralaya,13.06685,80.24937,2422,0
Chennai,Thousand Lights,Apollo Hospital,13.06313,80.25161,628,0
Chennai,Thousand Lights,Designated School (Thousand Lights),13.05522,80.2528,859,0
Chennai,Thousand Lights,Designated School (Thousand Lights),13.0593,80.25249,633,0
Chennai,Thousand Lights,Mehta Hospital,13.07189,80.24079,473,0
Chennai,Thousand Lights,Padma Seshadri Bala Bhavan School,13.04932,80.24101,2798,0
Chennai,Thousand Lights,Designated School (Thousand Lights),13.05717,80.23878,976,0
Chennai,Thousand Lights,Designated College (Thousand Lights),13.07457,80.23953,4147,0
Chennai,Thousand Lights,PN Dhawan Adasrsh Vidyalaya,13.05462,80.26091,507,0
Chennai,Thousand Lights,Police Hospital,13.07444,80.25946,312,0
Chennai,Thousand Lights,Madras School of Social Work,13.07093,80.25257,1841,0
Chennai,Thousand Lights,Nungambakkam Boys HSS,13.05739,80.24078,3025,0
Chennai,Thousand Lights,The Child Trust Medical Research Foundation,13.05736,80.2459,132,0
Chennai,Thousand Lights,Designated School (Thousand Lights),13.05019,80.2394,1310,0
Chennai,Thousand Lights,Designated School (Thousand Lights),13.0568,80.23718,697,0
Chennai,Thousand Lights,Kanthimathi Kalyana Mandapam,13.04644,80.24619,248,0
Chennai,Thousand Lights,Gopalapuram Boys Higher Secondary School,13.05121,80.25806,451,0
Chennai,Thousand Lights,Uswatham Human Community Hall,13.05567,80.2449,70,0
Chennai,Anna Nagar,Kandasamy Naidu College,13.08566,80.21883,4602,0
Chennai,Anna Nagar,Valliammal College for Women,13.08562,80.21986,3063,0
Chennai,Anna Nagar,Valliaammal Matriculation,13.08523,80.22347,772,0
Chennai,Anna Nagar,JGVV School,13.08947,80.21418,1224,0
Chennai,Anna Nagar,Pachaiyappa's College,13.07285,80.23324,26345,0
Chennai,Anna Nagar,Maharishi Vidya Mandir,13.07457,80.23501,3069,0
Chennai,Anna Nagar,St George's Anglo Indian Higher Secondary School,13.07675,80.23187,19646,0
Chennai,Anna Nagar,DG Vaishnav College,13.07404,80.21282,14765,0
Chennai,Anna Nagar,Anna Adarsh College for Women,13.0799,80.21069,2618,0
Chennai,Anna Nagar,Krinshnaswamy School,13.08378,80.21187,827,0
Chennai,Anna Nagar,Designated School (Anna Nagar),13.08347,80.20682,616,0
Chennai,Anna Nagar,ICF School,13.10282,80.22147,8776,0
Chennai,Anna Nagar,ICF School,13.10044,80.21897,5641,0
Chennai,Anna Nagar,ICF Hospital,13.09989,80.21391,854,0
Chennai,Anna Nagar,ICF School,13.09953,80.22082,4765,0
Chennai,Anna Nagar,Anna Nagar Government Hospital,13.09543,80.2198,1289,0
Chennai,Anna Nagar,"அறிஞர் அண்ணா அரசு இந்திய,மருத்துவமனை,அரும்பாக்கம்,சென்னை-106",13.07708,80.21879,3197,0
Chennai,Anna Nagar,Designated School (Anna Nagar),13.0988,80.23109,615,0
Chennai,Anna Nagar,Designated School (Anna Nagar),13.07533,80.20768,377,0
Chennai,Anna Nagar,Thiru-Vi-Ka Boys Higher Secondary School,13.07946,80.22291,2087,0
Chennai,Anna Nagar,Dr.B.M. Sundaravadanan Matriculation Higher Secondary School,13.0803,80.2231,837,0
Chennai,Anna Nagar,Girls Higher Secondary School,13.07719,80.22446,1319,0
Chennai,Anna Nagar,Government child birth Hospital,13.07656,80.22457,115,0
Chennai,Anna Nagar,Chennai Middle School,13.07653,80.22357,643,0
Chennai,Virugampakkam,General Cariappa HSS,13.05854,80.20454,2869,0
Chennai,Virugampakkam,Karthikeyan Matriculation Higher Secondary School,13.05586,80.20363,672,0
Chennai,Virugampakkam,AV Meiyappan MHSS,13.05069,80.19798,3410,0
Chennai,Virugampakkam,Avichi School,13.04851,80.19791,2939,0
